2017_05_16\00022\0306.wav	 复赛童童选什么节目好你帮我们选一个好吗 
2017_05_16\00000\0608.wav	 各位店长休闲挂钩食品在我们分店来说陈列很多店都陈列做的不够好现在 
2017_05_16\00022\0239.wav	 陈可辛是不是在你旁边教你这样说的他就是这种人 
2017_05_16\00008\0911.wav	 一年的一年多的精力 
2017_05_16\00025\0491.wav	 我就到那儿送完货就回去中心街南头儿这块儿没有多远儿 
2017_05_16\00010\0178.wav	 买两套送一套 
2017_05_16\00015\0739.wav	谁让你只吃一个了
2017_05_16\00021\0971.wav	 美女们今天下午四点二十要开会哦 
2017_05_16\00006\0254.wav	 半袖儿袖口儿是一个 
2017_05_16\00021\0610.wav	 你要是找我哥这样的你就等着天天干架吧 
2017_05_16\00004\0643.wav	是啊我基本上是那么删掉的
2017_05_16\00018\0569.wav	 就是有点遗憾 
2017_05_16\00017\0329.wav	 老婆老婆来喝酒了来喝酒了 
2017_05_16\00011\0079.wav	 买二斤茄子 
2017_05_16\00019\0077.wav	哦那就像是我这种问题可以和这个和好吗
2017_05_16\00005\0659.wav	 是不是用避孕办法的呢 
2017_05_16\00023\0802.wav	大家都欢迎半天了他可能是手机信号不好没听到或者是手机不对身边
2017_05_16\00010\0195.wav	谢谢哥哥姐弟兄弟们的祝福
2017_05_16\00008\0711.wav	你床下面那两双凉鞋我帮你收起来了那个衣服嘞呃哪一个要要的哪一个不要的你收一下等一下有空的时候帮你收收起来
2017_05_16\00024\0177.wav	那谁最小哇
2017_05_16\00026\0757.wav	 想我的时候听听这首歌 
2017_05_16\00031\0307.wav	 那要是可以这样的话你可以星期五回来呀然后刚好星期六星期天是二姐他们都在家 
2017_05_16\00015\0071.wav	 逛一个上午还没逛够啊还没回来 
2017_05_16\00010\0129.wav	 往后不寻思说让我站岗听没听到 
2017_05_16\00029\0735.wav	 我们俩都是在说一些废话 
2017_05_16\00002\0281.wav	实在没办法
2017_05_16\00018\0270.wav	跟你这个傻逼聊天没意思
2017_05_16\00019\0437.wav	 嫂子问候一声就开心 
2017_05_16\00003\0973.wav	二里河
2017_05_16\00006\0066.wav	 二贾子往农行转来六万 
2017_05_16\00007\0982.wav	你预约科二科二没有
2017_05_16\00014\0156.wav	那比这儿比这儿到哈尔滨呢
2017_05_16\00006\0232.wav	问过小英了他说他记不得
2017_05_16\00011\0770.wav	 忙的栽稻谷 
2017_05_16\00021\0808.wav	男人不坏女人不爱
2017_05_16\00011\0801.wav	 小郭子注意身体 
2017_05_16\00019\0402.wav	哦哦知道啦
2017_05_16\00025\0427.wav	你能回答我一下吗
2017_05_16\00026\0187.wav	 就占一个位置就可以了 
2017_05_16\00028\0791.wav	 我们这边也做了很多的工作 
2017_05_16\00011\0017.wav	我在用语言输入法跟你聊天儿
2017_05_16\00024\0424.wav	 林处这个人的性格比较清高但是他会经常约我出去吃吃甜品聊聊天儿那样子 
2017_05_16\00023\0605.wav	你收下好吗这样下去我心里不会安的
2017_05_16\00009\0692.wav	昨天晚上震宇几点到家的
2017_05_16\00024\0904.wav	 浩然那个表戴一天行不行啊 
2017_05_16\00008\0832.wav	 你早上过来了吗 
2017_05_16\00030\0338.wav	 你看看你看看你你都是心口是心非吧 
2017_05_16\00018\0862.wav	他发来的是样板不是说给你写的毛毛绒绒的玩具
2017_05_16\00011\0385.wav	屁股打针都打大号的
2017_05_16\00011\0546.wav	 今天在干嘛 
2017_05_16\00031\0142.wav	 我给你发微信他就跟我俩抢把我气死了 
2017_05_16\00024\0515.wav	 哦那你自己直销到国外利润不得了哦有这么广阔的一个销路 
2017_05_16\00028\0231.wav	我们就要来家里面来了不去馆子
2017_05_16\00006\0284.wav	 发个裸照过来我就给你发个红包儿 
2017_05_16\00018\0486.wav	你是隔几天就能吃大餐呀
2017_05_16\00008\0821.wav	 这两天你咋不说话了 
2017_05_16\00021\0175.wav	 你想死是吧 
2017_05_16\00005\0693.wav	结婚那会儿房子都没让你装只让你换了一个床什么都没让你弄
2017_05_16\00024\0357.wav	 遗嘱都没关系他们人很多 
2017_05_16\00010\0982.wav	你二级箱也设两个分路
2017_05_16\00010\0780.wav	三怡芳负责交纳好租期内水电及其税费
2017_05_16\00014\0942.wav	 阿黄阿黄你干完了吗你干完了吗 
2017_05_16\00014\0846.wav	 今天面试成功了没有 
2017_05_16\00023\0976.wav	不好意思不好意思这段时间回老家了一趟我家里的那个通讯不是很好
2017_05_16\00015\0423.wav	是的这东西太猛了
2017_05_16\00006\0492.wav	 亲这种是什么本子叫什么这个记库存的话很好用我这边已经没有了 
2017_05_16\00023\0824.wav	 嗯原来是这样 
2017_05_16\00024\0757.wav	 广东那边都是做工厂的有句话讲得很好到了成都 
2017_05_16\00012\0389.wav	 我买了一张大饼 
2017_05_16\00003\0921.wav	两个卡一个卡交一百一共交两百
2017_05_16\00021\0815.wav	这张照片儿我真的没照好要不人家没发出来呢
2017_05_16\00032\0093.wav	脸好像应该是下巴磕子应该是弄了
2017_05_16\00028\0908.wav	他家里多少个孩子
2017_05_16\00029\0937.wav	还有牛奶糖人家也喝牛那个啊
2017_05_16\00012\0540.wav	 材料儿都是大勇拿来的 
2017_05_16\00016\0596.wav	 看见说句话行不 
2017_05_16\00026\0203.wav	 把朋友圈关掉干嘛 
2017_05_16\00022\0661.wav	 下午放学再说 
2017_05_16\00031\0359.wav	差不多一点了打你电话你又不方便
2017_05_16\00000\0881.wav	灌气那个地方
2017_05_16\00017\0202.wav	 程姐想看看你呗 
2017_05_16\00000\0331.wav	你入赘我们家
2017_05_16\00013\0520.wav	 一盘里面只吃肉没有吃菜 
2017_05_16\00024\0448.wav	祝你平安
2017_05_16\00005\0036.wav	 哦小尹中午好 
2017_05_16\00012\0116.wav	 因为我想要是能办手续这一块 
2017_05_16\00029\0864.wav	 我知道你在医院哪吃饭了没有哇 
2017_05_16\00004\0903.wav	今天就栽了四百呀
2017_05_16\00014\0768.wav	 你何尝不是一件乐事 
2017_05_16\00021\0107.wav	 等你习惯了就慢慢的快做得快了 
2017_05_16\00020\0152.wav	 心里面一定不要想着我一定能过其实这样不好的就跟平时一样练就可以了 
2017_05_16\00025\0329.wav	 那中午还会睡一觉再去上班啦 
2017_05_16\00019\0725.wav	 你不够意思 
2017_05_16\00011\0558.wav	 是不是就想挣钱了再想娘们儿了 
2017_05_16\00019\0797.wav	 丽丽麻烦你啦有空的话 
2017_05_16\00017\0961.wav	我马上去带你回来啊
2017_05_16\00005\0333.wav	 那我就入这个新出的吧七倍赔偿的这个 
2017_05_16\00026\0282.wav	 最近流感比较多 
2017_05_16\00007\0936.wav	 家里的地都墩不完了 
2017_05_16\00028\0473.wav	 阿美 
2017_05_16\00024\0011.wav	 他那件儿衣裳是从哪个网上买的 
2017_05_16\00030\0063.wav	 老爸你咋不说话呢 
2017_05_16\00020\0229.wav	 我们分店的姐妹注意我们分店的姐妹注意进出一定要注意安全不要在门口逗留一定要看好了才能出去哦注意哦 
2017_05_16\00013\0736.wav	 算了吧 
2017_05_16\00014\0237.wav	好我知道了
2017_05_16\00015\0416.wav	 我知道你失踪了 
2017_05_16\00021\0408.wav	 老婆中午吃什么菜呀 
2017_05_16\00011\0283.wav	啊还是你厉害
2017_05_16\00013\0238.wav	一盘里面只吃肉没有吃菜
2017_05_16\00001\0094.wav	 黄彪也在无锡是我们家亲戚 
2017_05_16\00001\0611.wav	 好的那你给我订第一款 
2017_05_16\00008\0459.wav	二月十六号
2017_05_16\00029\0668.wav	 有雨伞也没有啊太差了雨伞 
2017_05_16\00015\0027.wav	什么时间我们两个能见个面
2017_05_16\00025\0268.wav	 多赢点儿哦一百还一百一 
2017_05_16\00019\0294.wav	我真佩服你了
2017_05_16\00014\0118.wav	爸爸你是不是把我那只小仓鼠扔了
2017_05_16\00030\0127.wav	 上次跟他们打麻将也听说是做麻将馆哪 
2017_05_16\00003\0643.wav	下次群主可以多带点儿东西让我们大家都跟着沾一回光
2017_05_16\00029\0164.wav	 吃饭吃的是咸盐 
2017_05_16\00013\0366.wav	 领导您下班吗 
2017_05_16\00025\0046.wav	 因为我不知道彤彤适合哪个节目 
2017_05_16\00012\0483.wav	 明天处不处 
2017_05_16\00009\0988.wav	 我都不能把你留下吃了饭再走 
2017_05_16\00010\0227.wav	 今生只要有我在你就在 
2017_05_16\00003\0347.wav	 你怎么没发地址 
2017_05_16\00000\0518.wav	只能用这种方式和你聊天儿见了你我就说不出话来了
2017_05_16\00019\0173.wav	看看那个帅哥儿干嘛呢
2017_05_16\00000\0159.wav	检查结果咋样啊
2017_05_16\00010\0710.wav	 天天吃好 
2017_05_16\00008\0345.wav	一定要严惩
2017_05_16\00022\0827.wav	那是肯定的但如果把小狗放在笼子里的话小狗会闷坏的
2017_05_16\00000\0834.wav	老婆那天晚上是不是你的生日
2017_05_16\00021\0573.wav	缺五千
2017_05_16\00033\0282.wav	你让我发照片那你刚刚答应的二十六块钱呢怎么不发呢
2017_05_16\00026\0428.wav	要先办那个许可证许可证也最少的资金要两百万押在那里
2017_05_16\00013\0521.wav	 这样不乱了吗 
2017_05_16\00011\0643.wav	为什么要办移动网络卡
2017_05_16\00012\0390.wav	 你太谦虚啦 
2017_05_16\00003\0962.wav	 我二姐我今天回家 
2017_05_16\00019\0451.wav	你在做活雷锋啊
2017_05_16\00027\0265.wav	 曹一凡走了没有啊 
2017_05_16\00032\0376.wav	就说了嘛下午一打牌就完全好了嘛
2017_05_16\00005\0786.wav	 这个太阳从西边儿出来了吗他们家请客 
2017_05_16\00023\0345.wav	你把那个图发到前边儿来吧我再点一下试试
2017_05_16\00021\0455.wav	对不起的是你老婆和我老公
2017_05_16\00016\0108.wav	好吧我把衣服洗洗
2017_05_16\00004\0468.wav	你想要下去遛跶去你就去呗
2017_05_16\00000\0404.wav	 姑娘这个我们商量一下 
2017_05_16\00016\0310.wav	做人要有自知之明我知道的
2017_05_16\00005\0802.wav	 你加我这个微信 
2017_05_16\00029\0716.wav	 那行好听以后天天给你说 
2017_05_16\00025\0745.wav	插着很好
2017_05_16\00020\0616.wav	 你把那个龙凤的手镯拍正面一点然后我发给她看一下她应该要那个十七十八克的每 
2017_05_16\00021\0558.wav	 不行非得喝他个烂醉 
2017_05_16\00027\0080.wav	 那你吃饭了没有 
2017_05_16\00025\0836.wav	 凑合买一双吧那儿的 
2017_05_16\00026\0856.wav	 如果你想吃的话可以先 
2017_05_16\00017\0334.wav	 算了 
2017_05_16\00008\0761.wav	 你承担什么呀 
2017_05_16\00019\0051.wav	 昨晚你是个胆小鬼 
2017_05_16\00020\0387.wav	 你真好 
2017_05_16\00028\0215.wav	 油爆基围虾 
2017_05_16\00033\0233.wav	 删他吧我都五十了别聊了 
2017_05_16\00022\0384.wav	 夏天的风你的红包儿在哪里 
2017_05_16\00018\0044.wav	 白菊都怪你昨天晚上聊着聊着今天早上表弟已经 
2017_05_16\00023\0052.wav	老婆老婆我试一下语音输入
2017_05_16\00005\0634.wav	 你看一看哪副牌会赢 
2017_05_16\00031\0870.wav	 我老公在那厂里面天天有活干 
2017_05_16\00018\0229.wav	你好吃中午饭了吗
2017_05_16\00018\0772.wav	组织的一个活动要合唱然后录出来刻成光盘
2017_05_16\00020\0557.wav	晚上回家再听就行了别再单位听了
2017_05_16\00007\0241.wav	 还是要你那个厂的老板好 
2017_05_16\00010\0416.wav	 行那你不回来吃了我自己做点儿吃吧 
2017_05_16\00021\0520.wav	哦您是乐亭的那您干什么工作呢
2017_05_16\00018\0556.wav	他是忽悠你们的
2017_05_16\00012\0307.wav	别忘了帮我带作业哦
2017_05_16\00004\0116.wav	 哎呀年纪一大把了错了就错了嘛还有啥错事儿还要老依靠别人承担点儿责任嗯自己没承担责任吗 
2017_05_16\00019\0653.wav	 你是买朋友是想买显微镜啊还是买切片机呀他们这个好像也是不同部门的 
2017_05_16\00002\0134.wav	我现在给你发一个红包嘛
2017_05_16\00028\0195.wav	 傻逼 
2017_05_16\00023\0166.wav	我最近几天在玉树呢
2017_05_16\00016\0388.wav	 没有啦 
2017_05_16\00009\0532.wav	 现在弄的一点信心上班也没有了 
2017_05_16\00029\0568.wav	 我的计算机笔纸 
2017_05_16\00028\0006.wav	 恐怕以后见到我你都不敢认了 
2017_05_16\00002\0235.wav	 看到手机 
2017_05_16\00026\0564.wav	你怎么了肚子疼呀吃了什么不干净的东西吗
2017_05_16\00007\0097.wav	 睡前一颗 
2017_05_16\00000\0535.wav	 中国提出一带一路 
2017_05_16\00001\0146.wav	 行挺好的 
2017_05_16\00030\0850.wav	你老婆心疼你不让你去呗
2017_05_16\00029\0265.wav	 你那个眼睛好一点了吗 
2017_05_16\00004\0733.wav	 争取早日能说出流利的英语这是我们的关键啊 
2017_05_16\00030\0237.wav	 请问你家妹夫也在哪里工作 
2017_05_16\00006\0662.wav	 山东省淄博市博山区博山镇郭庄西村 
2017_05_16\00026\0689.wav	 你这张嘴可会说了 
2017_05_16\00018\0770.wav	 亲你说什么我这边听不见语音坏啦 
2017_05_16\00022\0140.wav	你女儿生的是胖小子吗
2017_05_16\00030\0979.wav	你们帮人采茶吗
2017_05_16\00018\0769.wav	我大哥还是我大姐
2017_05_16\00024\0580.wav	 我觉得你唱得很好不管是 
2017_05_16\00018\0736.wav	 爱爱的谎言怎么和毛毛会是一伙儿的 
2017_05_16\00003\0825.wav	 张清毅张清毅你在吗 
2017_05_16\00015\0357.wav	 是啊他也不会听我的 
2017_05_16\00015\0724.wav	 今天没约人特别累呀 
2017_05_16\00030\0636.wav	 也不算上班吧坐在那里聊天 
2017_05_16\00023\0448.wav	发给你们大家你们弄吧
2017_05_16\00003\0845.wav	在带闹闹没吃饭
2017_05_16\00032\0795.wav	 我怕你生我的气呀 
2017_05_16\00008\0898.wav	 在昌平 
2017_05_16\00014\0302.wav	 你看看段总笑的 
2017_05_16\00005\0513.wav	 吃中午饭没有 
2017_05_16\00000\0108.wav	 好地方有时间带你来做啊 
2017_05_16\00006\0173.wav	 我不睡我收拾收拾上外边遛跶遛跶 
2017_05_16\00022\0624.wav	健康中午好
2017_05_16\00000\0005.wav	我刚回来
2017_05_16\00027\0587.wav	来了我等着你咱做饭吃
2017_05_16\00016\0275.wav	 没有事吧闲的 
2017_05_16\00020\0574.wav	老板没回来吗车在路上停着那谁开着嘞
2017_05_16\00005\0864.wav	 今天下午不做事啦 
2017_05_16\00027\0479.wav	 未来的路怎么走 
2017_05_16\00014\0740.wav	 潘校已经约好了二十一号 
2017_05_16\00015\0181.wav	 通知全体员工于下午两点半在卖场集中开会 
2017_05_16\00015\0191.wav	 那天聊聊天儿老严说他也能去我就微他了跟他聊一会儿哎呀他一问我老高去不我就突然就明白了什么怎么回事 
2017_05_16\00032\0826.wav	 小茶你下午回来直接到我十三楼可以吗 
2017_05_16\00005\0717.wav	 山东省淄博市博山区博山镇 
2017_05_16\00028\0847.wav	 地址也对六A杠八数码杆六A杠八 
2017_05_16\00006\0106.wav	你们那停电了呀
2017_05_16\00015\0517.wav	干嘛不接电话嘞
2017_05_16\00006\0952.wav	哎呀真不好意思啊当家的不在家
2017_05_16\00017\0018.wav	 陈纪堂到山东了 
2017_05_16\00017\0849.wav	 哟你看他们笑的 
2017_05_16\00003\0321.wav	踢脚线
2017_05_16\00012\0650.wav	 是你不愿意和我聊 
2017_05_16\00015\0564.wav	你们做吃的没有
2017_05_16\00009\0284.wav	是的兄妹缘份嘛
2017_05_16\00005\0189.wav	那不比你饿的强
2017_05_16\00000\0453.wav	 如果你成心对我好 
2017_05_16\00031\0478.wav	 今天上班不上班哪 
2017_05_16\00006\0964.wav	嗯我做一个小小的手术
2017_05_16\00020\0222.wav	你爸早上八点钟回来的吃完饭儿我俩没啥事儿了洗完衣服了上你家来看看兰子
2017_05_16\00002\0410.wav	是我同学的孙女儿
2017_05_16\00003\0996.wav	来一个十块钱
2017_05_16\00032\0876.wav	 你们花钱的速度是神速 
2017_05_16\00001\0021.wav	 加不了油加不了油 
2017_05_16\00006\0757.wav	我们要不要拿出一点点时间比
2017_05_16\00014\0747.wav	有男有女有个什么嘛又不是你老婆
2017_05_16\00030\0762.wav	 你自己在店里面选吧每件衣服价格不一样 
2017_05_16\00016\0942.wav	 我张罗出去玩儿的 
2017_05_16\00012\0786.wav	 我会真心真意 
2017_05_16\00025\0281.wav	 你们那里有苋菜吗有苋菜明天给我给我们送一个苋菜 
2017_05_16\00016\0440.wav	 红包已收到谢谢你小甄 
2017_05_16\00032\0440.wav	 映映众汽车城 
2017_05_16\00011\0447.wav	 送这家冰箱上去半个小时了还没下来 
2017_05_16\00018\0243.wav	 姐姐你户口本儿不是在咱父亲那儿呢吗 
2017_05_16\00017\0975.wav	 我刚到小区门口吃完了就去填 
2017_05_16\00020\0982.wav	那还能便宜
2017_05_16\00006\0059.wav	占我便宜
2017_05_16\00019\0075.wav	 啊几位负节目负责人老师好请大家今天下午把开放日当天拿过去用的化妆品全部交到德育处这边要统计一下现在还有多少化妆品然后要补买多少化妆品 
2017_05_16\00023\0584.wav	今天你干什么了小吴
2017_05_16\00022\0053.wav	 这是书目的第九题 
2017_05_16\00003\0652.wav	嘴上说的心里是这样的吗
2017_05_16\00032\0733.wav	 我今天晚上六点半钟才上班明天早上 
2017_05_16\00015\0618.wav	 他这垫子几乎都是化纤的哦 
2017_05_16\00009\0500.wav	那你不想来不勉强了啊明天跟小姐妹出去玩
2017_05_16\00027\0698.wav	下午不知道有没有呢
2017_05_16\00030\0466.wav	他们的钱不是血汗钱是赌来的
2017_05_16\00024\0830.wav	 好啦你去吃饭吧有空再聊 
2017_05_16\00007\0487.wav	 你进来了我看得到你就在马路边上等你 
2017_05_16\00006\0273.wav	 你我不要拿徒弟什么师傅来形容 
2017_05_16\00003\0454.wav	 注意一下身体 
2017_05_16\00023\0615.wav	儿子妈收到了红包儿五块钱
2017_05_16\00025\0907.wav	你来不来你来了我等着你咱们做饭吃
